,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
254,255,Chandigarh,India,1621603255000.0,30.733839,76.768278,57331,50592,666,6073,,,"Chandigarh, India"
255,256,Chhattisgarh,India,1621603255000.0,21.264705,82.035366,936423,842662,12295,81466,,,"Chhattisgarh, India"
256,257,Dadra and Nagar Haveli and Daman and Diu,India,1621603255000.0,20.194742,73.080901,9850,9174,4,672,,,"Dadra and Nagar Haveli and Daman and Diu, India"
257,258,Delhi,India,1621603255000.0,28.646519,77.10898,1409950,1347157,22579,40214,,,"Delhi, India"
258,259,Goa,India,1621603255000.0,15.359682,74.057396,141567,118487,2272,20808,,,"Goa, India"
259,260,Gujarat,India,1621603255000.0,22.694884,71.590923,776220,677798,9404,89018,,,"Gujarat, India"
260,261,Haryana,India,1621603255000.0,29.20004,76.332824,722964,653407,7205,62352,,,"Haryana, India"
261,262,Himachal Pradesh,India,1621603255000.0,31.927213,77.233081,172722,136679,2595,33448,,,"Himachal Pradesh, India"
262,263,Jammu and Kashmir,India,1621603255000.0,33.75943,76.612638,260057,206081,3422,50554,,,"Jammu and Kashmir, India"
263,264,Jharkhand,India,1621603255000.0,23.654536,85.557631,324884,293659,4714,26511,,,"Jharkhand, India"
264,265,Karnataka,India,1621603255000.0,14.70518,76.166436,2335524,1776695,23854,534975,,,"Karnataka, India"
265,266,Kerala,India,1621603255000.0,10.450898,76.405749,2263959,1938887,6852,318220,,,"Kerala, India"
266,267,Ladakh,India,1621603255000.0,34.1526,77.5771,17025,15264,172,1589,,,"Ladakh, India"
267,268,Lakshadweep,India,1621603255000.0,13.6999972,72.1833326,5756,4072,20,1664,,,"Lakshadweep, India"
268,269,Madhya Pradesh,India,1621603255000.0,23.541513,78.289633,752735,672695,7315,72725,,,"Madhya Pradesh, India"
269,270,Maharashtra,India,1621603255000.0,19.449759,76.108221,5497448,5026308,85355,385785,,,"Maharashtra, India"
270,271,Manipur,India,1621603255000.0,24.738975,93.882541,41909,34359,646,6904,,,"Manipur, India"
271,272,Meghalaya,India,1621603255000.0,25.536934,91.278882,26927,20061,389,6477,,,"Meghalaya, India"
272,273,Mizoram,India,1621603255000.0,23.309381,92.83822,9740,7407,30,2303,,,"Mizoram, India"
273,274,Nagaland,India,1621603255000.0,26.06702,94.470302,19284,14520,245,4519,,,"Nagaland, India"
274,275,Odisha,India,1621603255000.0,20.505428,84.418059,655899,556501,2403,96995,,,"Odisha, India"
275,276,Puducherry,India,1621603255000.0,11.882658,78.86498,91465,71919,1269,18277,,,"Puducherry, India"
276,277,Punjab,India,1621603255000.0,30.841465,75.40879,523423,443666,12716,67041,,,"Punjab, India"
277,278,Rajasthan,India,1621603255000.0,26.583423,73.847973,897193,745873,7346,143974,,,"Rajasthan, India"
278,279,Sikkim,India,1621603255000.0,27.571671,88.472712,12204,8865,217,3122,,,"Sikkim, India"
279,280,Tamil Nadu,India,1621603255000.0,11.006091,78.400624,1734804,1452283,19131,263390,,,"Tamil Nadu, India"
280,281,Telangana,India,1621603255000.0,18.1124,79.0193,544263,495446,3060,45757,,,"Telangana, India"
281,282,Tripura,India,1621603255000.0,23.746783,91.743565,44359,37097,455,6807,,,"Tripura, India"
282,283,Unknown,India,1621603255000.0,,,0,0,0,0,,,"Unknown, India"
283,284,Uttar Pradesh,India,1621603255000.0,26.925425,80.560982,1651530,1516508,18588,116434,,,"Uttar Pradesh, India"
284,285,Uttarakhand,India,1621603255000.0,30.156447,79.197608,303940,229813,5484,68643,,,"Uttarakhand, India"
285,286,West Bengal,India,1621603255000.0,23.814082,87.979803,1209958,1064553,13895,131510,,,"West Bengal, India"
286,287,,Indonesia,1621603255000.0,-0.7893,113.9213,1758898,1621572,48887,88439,,,Indonesia
287,288,,Iran,1621603255000.0,32.427908,53.688046,2815882,2304824,78194,432864,,,Iran
288,289,,Iraq,1621603255000.0,33.223191,43.679291,1156137,1067387,16102,72648,,,Iraq
289,290,,Ireland,1621603255000.0,53.1424,-7.6921,254870,23364,4941,226565,,,Ireland
290,291,,Israel,1621603255000.0,31.046051,34.851612,839281,832268,6396,617,,,Israel
291,292,Abruzzo,Italy,1621603255000.0,42.35122196,13.39843823,73427,65021,2463,5943,,,"Abruzzo, Italy"
292,293,Basilicata,Italy,1621603255000.0,40.63947052,15.80514834,25848,20560,569,4719,,,"Basilicata, Italy"
293,294,Calabria,Italy,1621603255000.0,38.90597598,16.59440194,65302,53052,1127,11123,,,"Calabria, Italy"
294,295,Campania,Italy,1621603255000.0,40.83956555,14.25084984,414067,331774,6933,75360,,,"Campania, Italy"
295,296,Emilia-Romagna,Italy,1621603255000.0,44.49436681,11.3417208,381029,346200,13122,21707,,,"Emilia-Romagna, Italy"
296,297,Friuli Venezia Giulia,Italy,1621603255000.0,45.6494354,13.76813649,106660,97485,3775,5400,,,"Friuli Venezia Giulia, Italy"
297,298,Lazio,Italy,1621603255000.0,41.89277044,12.48366722,338234,300033,8063,30138,,,"Lazio, Italy"
298,299,Liguria,Italy,1621603255000.0,44.41149315,8.9326992,102109,95483,4299,2327,,,"Liguria, Italy"
299,300,Lombardia,Italy,1621603255000.0,45.46679409,9.190347404,828701,758880,33438,36383,,,"Lombardia, Italy"
300,301,Marche,Italy,1621603255000.0,43.61675973,13.5188753,101536,93966,2998,4572,,,"Marche, Italy"
301,302,Molise,Italy,1621603255000.0,41.55774754,14.65916051,13535,12801,488,246,,,"Molise, Italy"
302,303,P.A. Bolzano,Italy,1621603255000.0,46.49933453,11.35662422,72440,70335,1170,935,,,"P.A. Bolzano, Italy"
303,304,P.A. Trento,Italy,1621603255000.0,46.06893511,11.12123097,45067,43050,1354,663,,,"P.A. Trento, Italy"
304,305,Piemonte,Italy,1621603255000.0,45.0732745,7.680687483,357395,336799,11559,9037,,,"Piemonte, Italy"
305,306,Puglia,Italy,1621603255000.0,41.12559576,16.86736689,247720,207173,6342,34205,,,"Puglia, Italy"
306,307,Sardegna,Italy,1621603255000.0,39.21531192,9.110616306,56332,41221,1442,13669,,,"Sardegna, Italy"
307,308,Sicilia,Italy,1621603255000.0,38.11569725,13.3623567,221811,201089,5709,15013,,,"Sicilia, Italy"
308,309,Toscana,Italy,1621603255000.0,43.76923077,11.25588885,238342,218890,6590,12862,,,"Toscana, Italy"
309,310,Umbria,Italy,1621603255000.0,43.10675841,12.38824698,55980,52403,1383,2194,,,"Umbria, Italy"
310,311,Valle d'Aosta,Italy,1621603255000.0,45.73750286,7.320149366,11443,10628,471,344,,,"Valle d'Aosta, Italy"
311,312,Veneto,Italy,1621603255000.0,45.43490485,12.33845213,421283,397122,11515,12646,,,"Veneto, Italy"
312,313,,Jamaica,1621603255000.0,18.1096,-77.2975,47672,23643,902,23127,,,Jamaica
313,314,Aichi,Japan,1621603255000.0,35.035551,137.211621,43577,35460,681,7436,,,"Aichi, Japan"
314,315,Akita,Japan,1621603255000.0,39.748679,140.408228,733,589,11,133,,,"Akita, Japan"
315,316,Aomori,Japan,1621603255000.0,40.781541,140.828896,2128,1762,27,339,,,"Aomori, Japan"
316,317,Chiba,Japan,1621603255000.0,35.510141,140.198917,36065,34000,662,1403,,,"Chiba, Japan"
317,318,Ehime,Japan,1621603255000.0,33.624835,132.856842,2659,2444,69,146,,,"Ehime, Japan"
318,319,Fukui,Japan,1621603255000.0,35.846614,136.224654,1012,915,34,63,,,"Fukui, Japan"
319,320,Fukuoka,Japan,1621603255000.0,33.526032,130.666949,32178,24980,411,6787,,,"Fukuoka, Japan"
320,321,Fukushima,Japan,1621603255000.0,37.378867,140.223295,4399,3738,130,531,,,"Fukushima, Japan"
321,322,Gifu,Japan,1621603255000.0,35.778671,137.055925,7978,6780,144,1054,,,"Gifu, Japan"
322,323,Gunma,Japan,1621603255000.0,36.504479,138.985605,7470,6664,123,683,,,"Gunma, Japan"
323,324,Hiroshima,Japan,1621603255000.0,34.605309,132.788719,9437,6754,115,2568,,,"Hiroshima, Japan"
324,325,Hokkaido,Japan,1621603255000.0,43.385711,142.552318,33312,25370,985,6957,,,"Hokkaido, Japan"
325,326,Hyogo,Japan,1621603255000.0,35.039913,134.828057,38657,33593,1068,3996,,,"Hyogo, Japan"
326,327,Ibaraki,Japan,1621603255000.0,36.303588,140.319591,9308,8535,141,632,,,"Ibaraki, Japan"
327,328,Ishikawa,Japan,1621603255000.0,36.769464,136.771027,3385,2715,99,571,,,"Ishikawa, Japan"
328,329,Iwate,Japan,1621603255000.0,39.593287,141.361777,1313,1059,42,212,,,"Iwate, Japan"
329,330,Kagawa,Japan,1621603255000.0,34.217292,133.969047,1901,1512,24,365,,,"Kagawa, Japan"
330,331,Kagoshima,Japan,1621603255000.0,31.009484,130.430665,3072,2576,30,466,,,"Kagoshima, Japan"
331,332,Kanagawa,Japan,1621603255000.0,35.415312,139.338983,59283,55684,866,2733,,,"Kanagawa, Japan"
332,333,Kochi,Japan,1621603255000.0,33.422519,133.367307,1218,1098,20,100,,,"Kochi, Japan"
333,334,Kumamoto,Japan,1621603255000.0,32.608154,130.745231,5845,4717,91,1037,,,"Kumamoto, Japan"
334,335,Kyoto,Japan,1621603255000.0,35.253815,135.443341,15262,13404,198,1660,,,"Kyoto, Japan"
335,336,Mie,Japan,1621603255000.0,34.508018,136.376013,4655,4085,101,469,,,"Mie, Japan"
336,337,Miyagi,Japan,1621603255000.0,38.446859,140.927086,8743,8261,82,400,,,"Miyagi, Japan"
337,338,Miyazaki,Japan,1621603255000.0,32.193204,131.299374,2933,2535,24,374,,,"Miyazaki, Japan"
338,339,Nagano,Japan,1621603255000.0,36.132134,138.045528,4534,4126,75,333,,,"Nagano, Japan"
339,340,Nagasaki,Japan,1621603255000.0,33.235712,129.608033,2811,2350,60,401,,,"Nagasaki, Japan"
340,341,Nara,Japan,1621603255000.0,34.317451,135.871644,7562,6810,102,650,,,"Nara, Japan"
341,342,Niigata,Japan,1621603255000.0,37.521819,138.918647,2986,2531,33,422,,,"Niigata, Japan"
342,343,Oita,Japan,1621603255000.0,33.200697,131.43324,3102,2403,37,662,,,"Oita, Japan"
343,344,Okayama,Japan,1621603255000.0,34.89246,133.826252,6742,4071,83,2588,,,"Okayama, Japan"
344,345,Okinawa,Japan,1621603255000.0,25.768923,126.668016,14752,12606,149,1997,,,"Okinawa, Japan"
345,346,Osaka,Japan,1621603255000.0,34.620965,135.507481,97047,79866,2086,15095,,,"Osaka, Japan"
346,347,Port Quarantine,Japan,1621603255000.0,,,2902,2797,3,102,,,"Port Quarantine, Japan"
347,348,Saga,Japan,1621603255000.0,33.286977,130.115738,2391,2009,19,363,,,"Saga, Japan"
348,349,Saitama,Japan,1621603255000.0,35.997101,139.347635,42527,39022,775,2730,,,"Saitama, Japan"
349,350,Shiga,Japan,1621603255000.0,35.215827,136.138064,4729,4066,74,589,,,"Shiga, Japan"
350,351,Shimane,Japan,1621603255000.0,35.07076,132.554064,501,397,0,104,,,"Shimane, Japan"
351,352,Shizuoka,Japan,1621603255000.0,34.916975,138.407784,7788,6742,131,915,,,"Shizuoka, Japan"
352,353,Tochigi,Japan,1621603255000.0,36.689912,139.819213,6039,5562,74,403,,,"Tochigi, Japan"
353,354,Tokushima,Japan,1621603255000.0,33.919178,134.242091,1606,1411,58,137,,,"Tokushima, Japan"
354,355,Tokyo,Japan,1621603255000.0,35.711343,139.446921,155716,146549,1994,7173,,,"Tokyo, Japan"
355,356,Tottori,Japan,1621603255000.0,35.359069,133.863619,447,385,2,60,,,"Tottori, Japan"
356,357,Toyama,Japan,1621603255000.0,36.637464,137.269346,1649,1358,34,257,,,"Toyama, Japan"
357,358,Unknown,Japan,1621603255000.0,,,8,8,0,0,,,"Unknown, Japan"
358,359,Wakayama,Japan,1621603255000.0,33.911879,135.505446,2542,2292,35,215,,,"Wakayama, Japan"
359,360,Yamagata,Japan,1621603255000.0,38.448396,140.102154,1827,1558,38,231,,,"Yamagata, Japan"
360,361,Yamaguchi,Japan,1621603255000.0,34.20119,131.573293,2646,2006,56,584,,,"Yamaguchi, Japan"
361,362,Yamanashi,Japan,1621603255000.0,35.612364,138.611489,1457,1297,19,141,,,"Yamanashi, Japan"
362,363,,Jordan,1621603255000.0,31.24,36.51,726432,710445,9295,6692,,,Jordan
363,364,,Kazakhstan,1621603255000.0,48.0196,66.9237,423130,382899,3409,36822,,,Kazakhstan
364,365,,Kenya,1621603255000.0,-0.0236,37.9062,166876,114285,3040,49551,,,Kenya
365,366,,"Korea, South",1621603255000.0,35.907757,127.766922,134678,124158,1922,8598,,,"Korea, South"
366,367,,Kosovo,1621603255000.0,42.602636,20.902977,106712,100727,2242,3743,,,Kosovo
367,368,,Kuwait,1621603255000.0,29.31166,47.481766,295861,281920,1711,12230,,,Kuwait
368,369,,Kyrgyzstan,1621603255000.0,41.20438,74.766098,101878,95114,1735,5029,,,Kyrgyzstan
369,370,,Laos,1621603255000.0,19.85627,102.495496,1763,800,2,961,,,Laos
370,371,,Latvia,1621603255000.0,56.8796,24.6032,130271,120348,2309,7614,,,Latvia
371,372,,Lebanon,1621603255000.0,33.8547,35.8623,537437,505348,7658,24431,,,Lebanon
372,373,,Lesotho,1621603255000.0,-29.61,28.2336,10806,6427,320,4059,,,Lesotho
373,374,,Liberia,1621603255000.0,6.428055,-9.429499,2142,2022,85,35,,,Liberia
374,375,,Libya,1621603255000.0,26.3351,17.228331,182899,169733,3105,10061,,,Libya
375,376,,Liechtenstein,1621603255000.0,47.14,9.55,2997,2910,58,29,,,Liechtenstein
376,377,,Lithuania,1621603255000.0,55.1694,23.8813,269363,244635,4161,20567,,,Lithuania
377,378,,Luxembourg,1621603255000.0,49.8153,6.1296,69465,66994,809,1662,,,Luxembourg
378,379,,MS Zaandam,1621603255000.0,,,9,7,2,0,,,MS Zaandam
379,380,,Madagascar,1621603255000.0,-18.766947,46.869107,40692,38950,786,956,,,Madagascar
380,381,,Malawi,1621603255000.0,-13.2543,34.3015,34251,32260,1153,838,,,Malawi
381,382,,Malaysia,1621603255000.0,4.210484,101.975766,498795,444540,2149,52106,,,Malaysia
382,383,,Maldives,1621603255000.0,3.2028,73.2207,50802,30403,114,20285,,,Maldives
383,384,,Mali,1621603255000.0,17.570692,-3.996166,14226,9388,512,4326,,,Mali
384,385,,Malta,1621603255000.0,35.9375,14.3754,30497,29984,417,96,,,Malta
385,386,,Marshall Islands,1621603255000.0,7.1315,171.1845,4,4,0,0,,,Marshall Islands
386,387,,Mauritania,1621603255000.0,21.0079,-10.9408,19011,18209,457,345,,,Mauritania
387,388,,Mauritius,1621603255000.0,-20.348404,57.552152,1292,1151,17,124,,,Mauritius
388,389,Aguascalientes,Mexico,1621603255000.0,21.8853,-102.2916,26398,0,2404,23994,,,"Aguascalientes, Mexico"
389,390,Baja California,Mexico,1621603255000.0,30.8406,-115.2838,48667,0,8189,40478,,,"Baja California, Mexico"
390,391,Baja California Sur,Mexico,1621603255000.0,26.0444,-111.6661,31249,0,1402,29847,,,"Baja California Sur, Mexico"
391,392,Campeche,Mexico,1621603255000.0,19.8301,-90.5349,9918,0,1222,8696,,,"Campeche, Mexico"
392,393,Chiapas,Mexico,1621603255000.0,16.7569,-93.1292,11265,0,1564,9701,,,"Chiapas, Mexico"
393,394,Chihuahua,Mexico,1621603255000.0,28.633,-106.0691,54796,0,6897,47899,,,"Chihuahua, Mexico"
394,395,Ciudad de Mexico,Mexico,1621603255000.0,19.4326,-99.1332,652650,0,33071,619579,,,"Ciudad de Mexico, Mexico"
395,396,Coahuila,Mexico,1621603255000.0,27.0587,-101.7068,68528,0,6247,62281,,,"Coahuila, Mexico"
396,397,Colima,Mexico,1621603255000.0,19.1223,-104.0072,11707,0,1190,10517,,,"Colima, Mexico"
397,398,Durango,Mexico,1621603255000.0,24.5593,-104.6588,34012,0,2445,31567,,,"Durango, Mexico"
398,399,Guanajuato,Mexico,1621603255000.0,21.019,-101.2574,131544,0,10736,120808,,,"Guanajuato, Mexico"
399,400,Guerrero,Mexico,1621603255000.0,17.4392,-99.5451,40747,0,4427,36320,,,"Guerrero, Mexico"
400,401,Hidalgo,Mexico,1621603255000.0,20.0911,-98.7624,38713,0,6176,32537,,,"Hidalgo, Mexico"
401,402,Jalisco,Mexico,1621603255000.0,20.6595,-103.3494,86557,0,12095,74462,,,"Jalisco, Mexico"
402,403,Mexico,Mexico,1621603255000.0,19.4969,-99.7233,248272,0,34571,213701,,,"Mexico, Mexico"
403,404,Michoacan,Mexico,1621603255000.0,19.5665,-101.7068,47995,0,5750,42245,,,"Michoacan, Mexico"
404,405,Morelos,Mexico,1621603255000.0,18.6813,-99.1013,33277,0,3277,30000,,,"Morelos, Mexico"
405,406,Nayarit,Mexico,1621603255000.0,21.7514,-104.8455,12062,0,1815,10247,,,"Nayarit, Mexico"
406,407,Nuevo Leon,Mexico,1621603255000.0,25.5922,-99.9962,123708,0,9475,114233,,,"Nuevo Leon, Mexico"
407,408,Oaxaca,Mexico,1621603255000.0,17.0732,-96.7266,46893,0,3673,43220,,,"Oaxaca, Mexico"
408,409,Puebla,Mexico,1621603255000.0,19.0414,-98.2063,84596,0,11709,72887,,,"Puebla, Mexico"
409,410,Queretaro,Mexico,1621603255000.0,20.5888,-100.3899,68751,0,4285,64466,,,"Queretaro, Mexico"
410,411,Quintana Roo,Mexico,1621603255000.0,19.1817,-88.4791,25598,0,2712,22886,,,"Quintana Roo, Mexico"
411,412,San Luis Potosi,Mexico,1621603255000.0,22.1565,-100.9855,63818,0,5264,58554,,,"San Luis Potosi, Mexico"
412,413,Sinaloa,Mexico,1621603255000.0,25.1721,-107.4795,38628,0,6106,32522,,,"Sinaloa, Mexico"
413,414,Sonora,Mexico,1621603255000.0,29.2972,-110.3309,74515,0,6583,67932,,,"Sonora, Mexico"
414,415,Tabasco,Mexico,1621603255000.0,17.8409,-92.6189,66926,0,4122,62804,,,"Tabasco, Mexico"
415,416,Tamaulipas,Mexico,1621603255000.0,24.2669,-98.8363,58467,0,4916,53551,,,"Tamaulipas, Mexico"
416,417,Tlaxcala,Mexico,1621603255000.0,19.3139,-98.2404,19825,0,2422,17403,,,"Tlaxcala, Mexico"
417,418,Unknown,Mexico,1621603255000.0,,,0,1909187,0,-1909187,,,"Unknown, Mexico"
418,419,Veracruz,Mexico,1621603255000.0,19.1738,-96.1342,60833,0,9768,51065,,,"Veracruz, Mexico"
419,420,Yucatan,Mexico,1621603255000.0,20.7099,-89.0943,38630,0,3786,34844,,,"Yucatan, Mexico"
420,421,Zacatecas,Mexico,1621603255000.0,22.7709,-102.5832,30595,0,2781,27814,,,"Zacatecas, Mexico"
421,422,,Micronesia,1621603255000.0,7.4256,150.5508,1,1,0,0,,,Micronesia
422,423,,Moldova,1621603255000.0,47.4116,28.3699,254379,245803,6061,2515,,,Moldova
423,424,,Monaco,1621603255000.0,43.7333,7.4167,2499,2457,32,10,,,Monaco
424,425,,Mongolia,1621603255000.0,46.8625,103.8467,51247,45145,240,5862,,,Mongolia
425,426,,Montenegro,1621603255000.0,42.708678,19.37439,99098,96340,1569,1189,,,Montenegro
426,427,,Morocco,1621603255000.0,31.7917,-7.0926,516091,504439,9109,2543,,,Morocco
427,428,,Mozambique,1621603255000.0,-18.665695,35.529562,70527,68845,828,854,,,Mozambique
428,429,,Namibia,1621603255000.0,-22.9576,18.4904,51827,48531,739,2557,,,Namibia
429,430,,Nepal,1621603255000.0,28.1667,84.25,497052,374836,6024,116192,,,Nepal
430,431,Aruba,Netherlands,1621603255000.0,12.5211,-69.9683,10892,10716,106,70,,,"Aruba, Netherlands"
431,432,"Bonaire, Sint Eustatius and Saba",Netherlands,1621603255000.0,12.1784,-68.2385,1606,1570,17,19,,,"Bonaire, Sint Eustatius and Saba, Netherlands"
432,433,Curacao,Netherlands,1621603255000.0,12.1696,-68.99,12266,12080,122,64,,,"Curacao, Netherlands"
433,434,Drenthe,Netherlands,1621603255000.0,52.862485,6.618435,32858,0,351,32507,,,"Drenthe, Netherlands"
434,435,Flevoland,Netherlands,1621603255000.0,52.550383,5.515162,35736,0,240,35496,,,"Flevoland, Netherlands"
435,436,Friesland,Netherlands,1621603255000.0,53.087337,5.7925,42073,0,473,41600,,,"Friesland, Netherlands"
436,437,Gelderland,Netherlands,1621603255000.0,52.061738,5.939114,180466,0,2008,178458,,,"Gelderland, Netherlands"
437,438,Groningen,Netherlands,1621603255000.0,53.217922,6.741514,37720,0,259,37461,,,"Groningen, Netherlands"
438,439,Limburg,Netherlands,1621603255000.0,51.209227,5.93387,110718,0,1624,109094,,,"Limburg, Netherlands"
439,440,Noord-Brabant,Netherlands,1621603255000.0,51.561174,5.184942,261477,0,3114,258363,,,"Noord-Brabant, Netherlands"
440,441,Noord-Holland,Netherlands,1621603255000.0,52.600906,4.918688,268573,0,2573,266000,,,"Noord-Holland, Netherlands"
441,442,Overijssel,Netherlands,1621603255000.0,52.444558,6.441722,105358,0,1122,104236,,,"Overijssel, Netherlands"
442,443,Sint Maarten,Netherlands,1621603255000.0,18.0425,-63.0548,2346,2245,27,74,,,"Sint Maarten, Netherlands"
443,444,Unknown,Netherlands,1621603255000.0,,,3882,0,14,3868,,,"Unknown, Netherlands"
444,445,Utrecht,Netherlands,1621603255000.0,52.084251,5.163824,123538,0,1270,122268,,,"Utrecht, Netherlands"
445,446,Zeeland,Netherlands,1621603255000.0,51.47936,3.861559,28610,0,240,28370,,,"Zeeland, Netherlands"
446,447,Zuid-Holland,Netherlands,1621603255000.0,51.937835,4.462114,384491,0,4218,380273,,,"Zuid-Holland, Netherlands"
447,448,,New Zealand,1621603255000.0,-40.9006,174.886,2662,2613,26,23,,,New Zealand
448,449,,Nicaragua,1621603255000.0,12.865416,-85.207229,7193,4225,185,2783,,,Nicaragua
449,450,,Niger,1621603255000.0,17.607789,8.081666,5361,5026,192,143,,,Niger
450,451,,Nigeria,1621603255000.0,9.082,8.6753,165901,156459,2067,7375,,,Nigeria
451,452,,North Macedonia,1621603255000.0,41.6086,21.7453,154937,146632,5265,3040,,,North Macedonia
452,453,,Norway,1621603255000.0,60.472,8.4689,120797,17998,781,102018,,,Norway
453,454,,Oman,1621603255000.0,21.512583,55.923255,208607,192973,2239,13395,,,Oman
454,455,Azad Jammu and Kashmir,Pakistan,1621603255000.0,34.027401,73.947253,18547,16314,523,1710,,,"Azad Jammu and Kashmir, Pakistan"
455,456,Balochistan,Pakistan,1621603255000.0,28.328492,65.898403,24318,23025,270,1023,,,"Balochistan, Pakistan"
456,457,Gilgit-Baltistan,Pakistan,1621603255000.0,35.792146,74.982138,5454,5282,107,65,,,"Gilgit-Baltistan, Pakistan"
457,458,Islamabad,Pakistan,1621603255000.0,33.665087,73.121219,80010,71382,741,7887,,,"Islamabad, Pakistan"
458,459,Khyber Pakhtunkhwa,Pakistan,1621603255000.0,34.485332,72.09169,128561,117773,3875,6913,,,"Khyber Pakhtunkhwa, Pakistan"
459,460,Punjab,Pakistan,1621603255000.0,30.811346,72.139132,332000,297179,9704,25117,,,"Punjab, Pakistan"
460,461,Sindh,Pakistan,1621603255000.0,26.009446,68.776807,304571,279188,4869,20514,,,"Sindh, Pakistan"
461,462,,Panama,1621603255000.0,8.538,-80.7821,372800,360665,6314,5821,,,Panama
462,463,,Papua New Guinea,1621603255000.0,-6.314993,143.95555,14910,13801,154,955,,,Papua New Guinea
463,464,,Paraguay,1621603255000.0,-23.4425,-58.4438,324063,268336,8012,47715,,,Paraguay
464,465,Amazonas,Peru,1621603255000.0,-5.077253,-78.050172,27830,0,502,27328,,,"Amazonas, Peru"
465,466,Ancash,Peru,1621603255000.0,-9.407125,-77.671795,67492,0,2927,64565,,,"Ancash, Peru"
466,467,Apurimac,Peru,1621603255000.0,-14.027713,-72.975378,21985,0,580,21405,,,"Apurimac, Peru"
467,468,Arequipa,Peru,1621603255000.0,-15.843524,-72.475539,78848,0,2740,76108,,,"Arequipa, Peru"
468,469,Ayacucho,Peru,1621603255000.0,-14.091648,-74.08344,28001,0,817,27184,,,"Ayacucho, Peru"
469,470,Cajamarca,Peru,1621603255000.0,-6.430284,-78.745596,56278,0,1443,54835,,,"Cajamarca, Peru"
470,471,Callao,Peru,1621603255000.0,-11.954609,-77.136042,94046,0,3388,90658,,,"Callao, Peru"
471,472,Cusco,Peru,1621603255000.0,-13.191068,-72.153609,59820,0,1361,58459,,,"Cusco, Peru"
472,473,Huancavelica,Peru,1621603255000.0,-13.023888,-75.00277,14256,0,422,13834,,,"Huancavelica, Peru"
473,474,Huanuco,Peru,1621603255000.0,-9.421676,-76.040642,31258,0,1047,30211,,,"Huanuco, Peru"
474,475,Ica,Peru,1621603255000.0,-14.235097,-75.574821,51122,0,2990,48132,,,"Ica, Peru"
475,476,Junin,Peru,1621603255000.0,-11.541783,-74.876968,68694,0,2454,66240,,,"Junin, Peru"
476,477,La Libertad,Peru,1621603255000.0,-7.92139,-78.370238,73744,0,4068,69676,,,"La Libertad, Peru"
477,478,Lambayeque,Peru,1621603255000.0,-6.353049,-79.824113,53891,0,2692,51199,,,"Lambayeque, Peru"
478,479,Lima,Peru,1621603255000.0,-11.766533,-76.604498,865232,0,29096,836136,,,"Lima, Peru"
479,480,Loreto,Peru,1621603255000.0,-4.124847,-74.424115,39437,0,1411,38026,,,"Loreto, Peru"
480,481,Madre de Dios,Peru,1621603255000.0,-11.972699,-70.53172,12999,0,238,12761,,,"Madre de Dios, Peru"
481,482,Moquegua,Peru,1621603255000.0,-16.860271,-70.839046,24089,0,575,23514,,,"Moquegua, Peru"
482,483,Pasco,Peru,1621603255000.0,-10.39655,-75.307635,13786,0,421,13365,,,"Pasco, Peru"
483,484,Piura,Peru,1621603255000.0,-5.133361,-80.335861,75345,0,3239,72106,,,"Piura, Peru"
484,485,Puno,Peru,1621603255000.0,-14.995827,-69.922726,31078,0,959,30119,,,"Puno, Peru"
485,486,San Martin,Peru,1621603255000.0,-7.039531,-76.729127,42861,0,1286,41575,,,"San Martin, Peru"
486,487,Tacna,Peru,1621603255000.0,-17.644161,-70.27756,24487,0,805,23682,,,"Tacna, Peru"
487,488,Tumbes,Peru,1621603255000.0,-3.857496,-80.545255,16174,0,596,15578,,,"Tumbes, Peru"
488,489,Ucayali,Peru,1621603255000.0,-9.621718,-73.444929,30862,0,977,29885,,,"Ucayali, Peru"
489,490,Unknown,Peru,1621603255000.0,,,6745,1852686,219,-1846160,,,"Unknown, Peru"
490,491,,Philippines,1621603255000.0,12.879721,121.774017,1171403,1096109,19763,55531,,,Philippines
491,492,,Poland,1621603255000.0,51.9194,19.1451,2863031,2618031,72691,172309,,,Poland
492,493,,Portugal,1621603255000.0,39.3999,-8.2245,843729,804522,17014,22193,,,Portugal
493,494,,Qatar,1621603255000.0,25.3548,51.1839,214463,209773,539,4151,,,Qatar
494,495,,Romania,1621603255000.0,45.9432,24.9668,1074781,1030137,29826,14818,,,Romania
495,496,Adygea Republic,Russia,1621603255000.0,44.6939006,40.1520421,14597,14052,197,348,,,"Adygea Republic, Russia"
496,497,Altai Krai,Russia,1621603255000.0,52.6932243,82.6931424,51035,46001,2220,2814,,,"Altai Krai, Russia"
497,498,Altai Republic,Russia,1621603255000.0,50.7114101,86.8572186,16921,16585,242,94,,,"Altai Republic, Russia"
498,499,Amur Oblast,Russia,1621603255000.0,52.8032368,128.437295,22595,21946,290,359,,,"Amur Oblast, Russia"
499,500,Arkhangelsk Oblast,Russia,1621603255000.0,63.5589686,43.1221646,63116,60227,970,1919,,,"Arkhangelsk Oblast, Russia"
500,501,Astrakhan Oblast,Russia,1621603255000.0,47.1878186,47.608851,33810,32288,760,762,,,"Astrakhan Oblast, Russia"
501,502,Bashkortostan Republic,Russia,1621603255000.0,54.8573563,57.1439682,37307,35060,503,1744,,,"Bashkortostan Republic, Russia"
