,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
502,503,Belgorod Oblast,Russia,1621603255000.0,50.7080119,37.5837615,38177,35567,675,1935,,,"Belgorod Oblast, Russia"
503,504,Bryansk Oblast,Russia,1621603255000.0,52.8873315,33.415853,39553,38740,325,488,,,"Bryansk Oblast, Russia"
504,505,Buryatia Republic,Russia,1621603255000.0,52.7182426,109.492143,37796,36564,885,347,,,"Buryatia Republic, Russia"
505,506,Chechen Republic,Russia,1621603255000.0,43.3976147,45.6985005,12196,11932,132,132,,,"Chechen Republic, Russia"
506,507,Chelyabinsk Oblast,Russia,1621603255000.0,54.4223954,61.1865846,60951,56624,1563,2764,,,"Chelyabinsk Oblast, Russia"
507,508,Chukotka Autonomous Okrug,Russia,1621603255000.0,66.0006475,169.4900869,764,733,7,24,,,"Chukotka Autonomous Okrug, Russia"
508,509,Chuvashia Republic,Russia,1621603255000.0,55.4259922,47.0849429,25289,23086,1406,797,,,"Chuvashia Republic, Russia"
509,510,Dagestan Republic,Russia,1621603255000.0,43.0574916,47.1332224,33216,30841,1480,895,,,"Dagestan Republic, Russia"
510,511,Ingushetia Republic,Russia,1621603255000.0,43.11542075,45.01713552,15664,15259,188,217,,,"Ingushetia Republic, Russia"
511,512,Irkutsk Oblast,Russia,1621603255000.0,56.6370122,104.719221,68740,65667,2403,670,,,"Irkutsk Oblast, Russia"
512,513,Ivanovo Oblast,Russia,1621603255000.0,56.9167446,41.4352137,35686,33572,1190,924,,,"Ivanovo Oblast, Russia"
513,514,Jewish Autonomous Okrug,Russia,1621603255000.0,48.57527615,132.6630746,4485,4307,142,36,,,"Jewish Autonomous Okrug, Russia"
514,515,Kabardino-Balkarian Republic,Russia,1621603255000.0,43.4806048,43.5978976,24177,23472,464,241,,,"Kabardino-Balkarian Republic, Russia"
515,516,Kaliningrad Oblast,Russia,1621603255000.0,54.7293041,21.1489473,33015,31771,468,776,,,"Kaliningrad Oblast, Russia"
516,517,Kalmykia Republic,Russia,1621603255000.0,46.2313018,45.3275745,20693,20032,367,294,,,"Kalmykia Republic, Russia"
517,518,Kaluga Oblast,Russia,1621603255000.0,54.4382773,35.5272854,35177,33513,331,1333,,,"Kaluga Oblast, Russia"
518,519,Kamchatka Krai,Russia,1621603255000.0,57.1914882,160.0383819,14614,13979,231,404,,,"Kamchatka Krai, Russia"
519,520,Karachay-Cherkess Republic,Russia,1621603255000.0,43.7368326,41.7267991,20319,19969,110,240,,,"Karachay-Cherkess Republic, Russia"
520,521,Karelia Republic,Russia,1621603255000.0,62.6194031,33.4920267,46668,44888,523,1257,,,"Karelia Republic, Russia"
521,522,Kemerovo Oblast,Russia,1621603255000.0,54.5335781,87.342861,36407,35156,705,546,,,"Kemerovo Oblast, Russia"
522,523,Khabarovsk Krai,Russia,1621603255000.0,51.6312684,136.121524,52224,50179,400,1645,,,"Khabarovsk Krai, Russia"
523,524,Khakassia Republic,Russia,1621603255000.0,53.72258845,91.44293627,22863,21817,546,500,,,"Khakassia Republic, Russia"
524,525,Khanty-Mansi Autonomous Okrug,Russia,1621603255000.0,61.0259025,69.0982628,56995,55769,796,430,,,"Khanty-Mansi Autonomous Okrug, Russia"
525,526,Kirov Oblast,Russia,1621603255000.0,57.9665589,49.4074599,43386,40874,357,2155,,,"Kirov Oblast, Russia"
526,527,Komi Republic,Russia,1621603255000.0,63.9881421,54.3326073,43833,42490,946,397,,,"Komi Republic, Russia"
527,528,Kostroma Oblast,Russia,1621603255000.0,58.424756,44.2533273,21198,18452,461,2285,,,"Kostroma Oblast, Russia"
528,529,Krasnodar Krai,Russia,1621603255000.0,45.7684014,39.0261044,47482,42454,2910,2118,,,"Krasnodar Krai, Russia"
529,530,Krasnoyarsk Krai,Russia,1621603255000.0,63.3233807,97.0979974,72551,66839,3675,2037,,,"Krasnoyarsk Krai, Russia"
530,531,Kurgan Oblast,Russia,1621603255000.0,55.7655302,64.5632681,21053,19803,407,843,,,"Kurgan Oblast, Russia"
531,532,Kursk Oblast,Russia,1621603255000.0,51.6568453,36.4852695,37814,36051,781,982,,,"Kursk Oblast, Russia"
532,533,Leningrad Oblast,Russia,1621603255000.0,60.1853296,32.3925325,44334,41542,1349,1443,,,"Leningrad Oblast, Russia"
533,534,Lipetsk Oblast,Russia,1621603255000.0,52.6935178,39.1122664,31098,28093,714,2291,,,"Lipetsk Oblast, Russia"
534,535,Magadan Oblast,Russia,1621603255000.0,62.48858785,153.9903764,8417,8216,106,95,,,"Magadan Oblast, Russia"
535,536,Mari El Republic,Russia,1621603255000.0,56.5767504,47.8817512,13366,12950,236,180,,,"Mari El Republic, Russia"
536,537,Mordovia Republic,Russia,1621603255000.0,54.4419829,44.4661144,20675,18455,267,1953,,,"Mordovia Republic, Russia"
537,538,Moscow,Russia,1621603255000.0,55.7504461,37.6174943,1151462,1038332,19532,93598,,,"Moscow, Russia"
538,539,Moscow Oblast,Russia,1621603255000.0,55.5043158,38.0353929,263690,216120,6050,41520,,,"Moscow Oblast, Russia"
539,540,Murmansk Oblast,Russia,1621603255000.0,68.0000418,33.9999151,50936,48019,1198,1719,,,"Murmansk Oblast, Russia"
540,541,Nenets Autonomous Okrug,Russia,1621603255000.0,68.27557185,57.1686375,1099,1088,4,7,,,"Nenets Autonomous Okrug, Russia"
541,542,Nizhny Novgorod Oblast,Russia,1621603255000.0,55.4718033,44.0911594,116672,111758,3480,1434,,,"Nizhny Novgorod Oblast, Russia"
542,543,North Ossetia - Alania Republic,Russia,1621603255000.0,42.7933611,44.6324493,16922,16298,204,420,,,"North Ossetia - Alania Republic, Russia"
543,544,Novgorod Oblast,Russia,1621603255000.0,58.2843833,32.5169757,30624,29591,144,889,,,"Novgorod Oblast, Russia"
544,545,Novosibirsk Oblast,Russia,1621603255000.0,54.9720169,79.4813924,42601,38705,1836,2060,,,"Novosibirsk Oblast, Russia"
545,546,Omsk Oblast,Russia,1621603255000.0,56.0935263,73.5099936,46893,44526,1422,945,,,"Omsk Oblast, Russia"
546,547,Orel Oblast,Russia,1621603255000.0,52.9685433,36.0692477,35174,33286,641,1247,,,"Orel Oblast, Russia"
547,548,Orenburg Oblast,Russia,1621603255000.0,52.0269262,54.7276647,43610,39876,938,2796,,,"Orenburg Oblast, Russia"
548,549,Penza Oblast,Russia,1621603255000.0,53.1655415,44.7879181,46544,43903,754,1887,,,"Penza Oblast, Russia"
549,550,Perm Krai,Russia,1621603255000.0,58.5951603,56.3159546,56497,50852,2360,3285,,,"Perm Krai, Russia"
550,551,Primorsky Krai,Russia,1621603255000.0,45.0819456,134.726645,44058,41367,726,1965,,,"Primorsky Krai, Russia"
551,552,Pskov Oblast,Russia,1621603255000.0,57.5358729,28.8586826,37362,31455,386,5521,,,"Pskov Oblast, Russia"
552,553,Rostov Oblast,Russia,1621603255000.0,47.6222451,40.7957942,92328,82612,4317,5399,,,"Rostov Oblast, Russia"
553,554,Ryazan Oblast,Russia,1621603255000.0,54.4226732,40.5705246,28771,27265,503,1003,,,"Ryazan Oblast, Russia"
554,555,Saint Petersburg,Russia,1621603255000.0,59.9606739,30.1586551,431307,395876,13964,21467,,,"Saint Petersburg, Russia"
555,556,Sakha (Yakutiya) Republic,Russia,1621603255000.0,66.941626,129.642371,37386,33224,647,3515,,,"Sakha (Yakutiya) Republic, Russia"
556,557,Sakhalin Oblast,Russia,1621603255000.0,49.7219665,143.448533,22797,22399,47,351,,,"Sakhalin Oblast, Russia"
557,558,Samara Oblast,Russia,1621603255000.0,53.2128813,50.8914633,63918,60972,1797,1149,,,"Samara Oblast, Russia"
558,559,Saratov Oblast,Russia,1621603255000.0,51.6520555,46.8631952,61572,57384,1026,3162,,,"Saratov Oblast, Russia"
559,560,Smolensk Oblast,Russia,1621603255000.0,55.0343496,33.0192065,30472,28718,974,780,,,"Smolensk Oblast, Russia"
560,561,Stavropol Krai,Russia,1621603255000.0,44.8632577,43.4406913,54230,51368,1459,1403,,,"Stavropol Krai, Russia"
561,562,Sverdlovsk Oblast,Russia,1621603255000.0,58.6414755,61.8021546,88323,82180,3314,2829,,,"Sverdlovsk Oblast, Russia"
562,563,Tambov Oblast,Russia,1621603255000.0,52.9019574,41.3578918,32344,30030,515,1799,,,"Tambov Oblast, Russia"
563,564,Tatarstan Republic,Russia,1621603255000.0,55.7648572,52.43104273,21170,18096,486,2588,,,"Tatarstan Republic, Russia"
564,565,Tomsk Oblast,Russia,1621603255000.0,58.6124279,82.0475315,32615,31537,422,656,,,"Tomsk Oblast, Russia"
565,566,Tula Oblast,Russia,1621603255000.0,53.9570701,37.3690909,39596,37134,1982,480,,,"Tula Oblast, Russia"
566,567,Tver Oblast,Russia,1621603255000.0,57.1134475,35.1744428,41406,38870,981,1555,,,"Tver Oblast, Russia"
567,568,Tyumen Oblast,Russia,1621603255000.0,58.8206488,70.3658837,36219,34628,527,1064,,,"Tyumen Oblast, Russia"
568,569,Tyva Republic,Russia,1621603255000.0,51.4017149,93.8582593,15907,15675,203,29,,,"Tyva Republic, Russia"
569,570,Udmurt Republic,Russia,1621603255000.0,57.1961165,52.6959832,33667,30549,923,2195,,,"Udmurt Republic, Russia"
570,571,Ulyanovsk Oblast,Russia,1621603255000.0,54.1463177,47.2324921,55105,52491,1319,1295,,,"Ulyanovsk Oblast, Russia"
571,572,Vladimir Oblast,Russia,1621603255000.0,56.0503336,40.6561633,33048,30673,1165,1210,,,"Vladimir Oblast, Russia"
572,573,Volgograd Oblast,Russia,1621603255000.0,49.6048339,44.2903582,58887,56175,1240,1472,,,"Volgograd Oblast, Russia"
573,574,Vologda Oblast,Russia,1621603255000.0,60.0391461,43.1215213,45684,42618,1073,1993,,,"Vologda Oblast, Russia"
574,575,Voronezh Oblast,Russia,1621603255000.0,50.9800393,40.1506507,83501,78956,2818,1727,,,"Voronezh Oblast, Russia"
575,576,Yamalo-Nenets Autonomous Okrug,Russia,1621603255000.0,67.1471631,74.3415488,38904,37709,417,778,,,"Yamalo-Nenets Autonomous Okrug, Russia"
576,577,Yaroslavl Oblast,Russia,1621603255000.0,57.7781976,39.0021095,40280,38446,585,1249,,,"Yaroslavl Oblast, Russia"
577,578,Zabaykalsky Krai,Russia,1621603255000.0,52.248521,115.956325,42879,41452,657,770,,,"Zabaykalsky Krai, Russia"
578,579,,Rwanda,1621603255000.0,-1.9403,29.8739,26529,24884,349,1296,,,Rwanda
579,580,,Saint Kitts and Nevis,1621603255000.0,17.357822,-62.782998,46,45,0,1,,,Saint Kitts and Nevis
580,581,,Saint Lucia,1621603255000.0,13.9094,-60.9789,4923,4606,77,240,,,Saint Lucia
581,582,,Saint Vincent and the Grenadines,1621603255000.0,12.9843,-61.2872,1954,1786,12,156,,,Saint Vincent and the Grenadines
582,583,,Samoa,1621603255000.0,-13.759,-172.1046,3,3,0,0,,,Samoa
583,584,,San Marino,1621603255000.0,43.9424,12.4578,5087,4974,90,23,,,San Marino
584,585,,Sao Tome and Principe,1621603255000.0,0.1864,6.6131,2335,2282,35,18,,,Sao Tome and Principe
585,586,,Saudi Arabia,1621603255000.0,23.885942,45.079162,438705,422706,7224,8775,,,Saudi Arabia
586,587,,Senegal,1621603255000.0,14.4974,-14.4524,41023,39710,1129,184,,,Senegal
587,588,,Serbia,1621603255000.0,44.0165,21.0059,708878,0,6739,702139,,,Serbia
588,589,,Seychelles,1621603255000.0,-4.6796,55.492,9764,7826,35,1903,,,Seychelles
589,590,,Sierra Leone,1621603255000.0,8.460555,-11.779889,4115,3106,79,930,,,Sierra Leone
590,591,,Singapore,1621603255000.0,1.2833,103.8333,61770,61229,32,509,,,Singapore
591,592,,Slovakia,1621603255000.0,48.669,19.699,388529,255300,12280,120949,,,Slovakia
592,593,,Slovenia,1621603255000.0,46.1512,14.9955,251148,240816,4348,5984,,,Slovenia
593,594,,Solomon Islands,1621603255000.0,-9.6457,160.1562,20,20,0,0,,,Solomon Islands
594,595,,Somalia,1621603255000.0,5.152149,46.199616,14594,6639,767,7188,,,Somalia
595,596,,South Africa,1621603255000.0,-30.5595,22.9375,1625003,1531993,55568,37442,,,South Africa
596,597,,South Sudan,1621603255000.0,6.877,31.307,10652,10462,115,75,,,South Sudan
597,598,Andalusia,Spain,1621603255000.0,37.5443,-4.7278,572825,10671,9853,552301,,,"Andalusia, Spain"
598,599,Aragon,Spain,1621603255000.0,41.5976,-0.9057,122692,3772,3496,115424,,,"Aragon, Spain"
599,600,Asturias,Spain,1621603255000.0,43.3614,-5.8593,51820,1063,1962,48795,,,"Asturias, Spain"
600,601,Baleares,Spain,1621603255000.0,39.710358,2.995148,60098,1533,837,57728,,,"Baleares, Spain"
601,602,C. Valenciana,Spain,1621603255000.0,39.484,-0.7533,393249,9970,7373,375906,,,"C. Valenciana, Spain"
602,603,Canarias,Spain,1621603255000.0,28.2916,-16.6291,55294,1537,766,52991,,,"Canarias, Spain"
603,604,Cantabria,Spain,1621603255000.0,43.1828,-3.9878,29877,2287,561,27029,,,"Cantabria, Spain"
604,605,Castilla - La Mancha,Spain,1621603255000.0,39.2796,-3.0977,190021,6392,5894,177735,,,"Castilla - La Mancha, Spain"
605,606,Castilla y Leon,Spain,1621603255000.0,41.8357,-4.3976,228162,8716,6831,212615,,,"Castilla y Leon, Spain"
606,607,Catalonia,Spain,1621603255000.0,41.5912,1.5209,605100,26203,14497,564400,,,"Catalonia, Spain"
607,608,Ceuta,Spain,1621603255000.0,35.8894,-5.3213,5789,163,114,5512,,,"Ceuta, Spain"
608,609,Extremadura,Spain,1621603255000.0,39.4937,-6.0679,75237,2652,1798,70787,,,"Extremadura, Spain"
609,610,Galicia,Spain,1621603255000.0,42.5751,-8.1339,125377,9204,2396,113777,,,"Galicia, Spain"
610,611,La Rioja,Spain,1621603255000.0,42.2871,-2.5396,30431,3107,769,26555,,,"La Rioja, Spain"
611,612,Madrid,Spain,1621603255000.0,40.4168,-3.7038,707480,40736,15199,651545,,,"Madrid, Spain"
612,613,Melilla,Spain,1621603255000.0,35.2923,-2.9381,9004,125,97,8782,,,"Melilla, Spain"
613,614,Murcia,Spain,1621603255000.0,37.9922,-1.1307,112207,2180,1593,108434,,,"Murcia, Spain"
614,615,Navarra,Spain,1621603255000.0,42.6954,-1.6761,61740,3905,1170,56665,,,"Navarra, Spain"
615,616,Pais Vasco,Spain,1621603255000.0,42.9896,-2.6189,195258,16160,4395,174703,,,"Pais Vasco, Spain"
616,617,Unknown,Spain,1619392849000.0,,,0,0,0,0,,,"Unknown, Spain"
617,618,,Sri Lanka,1621603255000.0,7.873054,80.771797,154786,123532,1089,30165,,,Sri Lanka
618,619,,Sudan,1621603255000.0,12.8628,30.2176,34889,27949,2568,4372,,,Sudan
619,620,,Suriname,1621603255000.0,3.9193,-56.0278,12571,10604,240,1727,,,Suriname
620,621,Blekinge,Sweden,1621603255000.0,56.2784,15.018,12393,0,128,12265,,,"Blekinge, Sweden"
621,622,Dalarna,Sweden,1621603255000.0,61.0917,14.6664,26221,0,338,25883,,,"Dalarna, Sweden"
622,623,Gavleborg,Sweden,1621603255000.0,61.3012,16.1534,35236,0,552,34684,,,"Gavleborg, Sweden"
623,624,Gotland,Sweden,1621603255000.0,57.4684,18.4867,3898,0,51,3847,,,"Gotland, Sweden"
624,625,Halland,Sweden,1621603255000.0,56.8967,12.8034,39888,0,315,39573,,,"Halland, Sweden"
625,626,Jamtland Harjedalen,Sweden,1621603255000.0,63.1712,14.9592,12176,0,120,12056,,,"Jamtland Harjedalen, Sweden"
626,627,Jonkoping,Sweden,1621603255000.0,57.3708,14.3439,42047,0,552,41495,,,"Jonkoping, Sweden"
627,628,Kalmar,Sweden,1621603255000.0,57.235,16.1849,23437,0,243,23194,,,"Kalmar, Sweden"
628,629,Kronoberg,Sweden,1621603255000.0,56.7183,14.4115,21427,0,312,21115,,,"Kronoberg, Sweden"
629,630,Norrbotten,Sweden,1621603255000.0,66.8309,20.3992,23913,0,261,23652,,,"Norrbotten, Sweden"
630,631,Orebro,Sweden,1621603255000.0,59.535,15.0066,31235,0,334,30901,,,"Orebro, Sweden"
631,632,Ostergotland,Sweden,1621603255000.0,58.3454,15.5198,41154,0,621,40533,,,"Ostergotland, Sweden"
632,633,Skane,Sweden,1621603255000.0,55.9903,13.5958,152297,0,1716,150581,,,"Skane, Sweden"
633,634,Sormland,Sweden,1621603255000.0,59.0336,16.7519,25138,0,453,24685,,,"Sormland, Sweden"
634,635,Stockholm,Sweden,1621603255000.0,59.6025,18.1384,249494,0,4294,245200,,,"Stockholm, Sweden"
635,636,Uppsala,Sweden,1621603255000.0,60.0092,17.2715,39437,0,533,38904,,,"Uppsala, Sweden"
636,637,Varmland,Sweden,1621603255000.0,59.7294,13.2354,18265,0,209,18056,,,"Varmland, Sweden"
637,638,Vasterbotten,Sweden,1621603255000.0,65.3337,16.5162,22641,0,180,22461,,,"Vasterbotten, Sweden"
638,639,Vasternorrland,Sweden,1621603255000.0,63.4276,17.7292,26188,0,467,25721,,,"Vasternorrland, Sweden"
639,640,Vastmanland,Sweden,1621603255000.0,59.6714,16.2159,26900,0,345,26555,,,"Vastmanland, Sweden"
640,641,Vastra Gotaland,Sweden,1621603255000.0,58.2528,13.0596,184956,0,2342,182614,,,"Vastra Gotaland, Sweden"
641,642,,Switzerland,1621603255000.0,46.8182,8.2275,686152,317600,10768,357784,,,Switzerland
642,643,,Syria,1621603255000.0,34.802075,38.996815,23939,21489,1720,730,,,Syria
643,644,,Taiwan*,1621603255000.0,23.7,121.0,2825,1133,15,1991,,,Taiwan*
644,645,,Tajikistan,1621603255000.0,38.861,71.2761,13308,13218,90,0,,,Tajikistan
645,646,,Tanzania,1621603255000.0,-6.369028,34.888822,509,183,21,305,,,Tanzania
646,647,,Thailand,1621603255000.0,15.870032,100.992541,123066,26873,735,95458,,,Thailand
647,648,,Timor-Leste,1621603255000.0,-8.874217,125.727539,5287,2807,11,2469,,,Timor-Leste
648,649,,Togo,1621603255000.0,8.6195,0.8248,13340,12083,125,1132,,,Togo
649,650,,Trinidad and Tobago,1621603255000.0,10.6918,-61.2225,18227,10888,341,6998,,,Trinidad and Tobago
650,651,,Tunisia,1621603255000.0,33.886917,9.537499,331674,292825,12089,26760,,,Tunisia
651,652,,Turkey,1621603255000.0,38.9637,35.2433,5160423,4989787,45626,125010,,,Turkey
652,653,,Uganda,1621603255000.0,1.373333,32.290275,43223,42429,350,444,,,Uganda
653,654,Cherkasy Oblast,Ukraine,1621603255000.0,49.4444,32.0598,79707,70199,1193,8315,,,"Cherkasy Oblast, Ukraine"
654,655,Chernihiv Oblast,Ukraine,1621603255000.0,51.4982,31.2893,56006,51596,1275,3135,,,"Chernihiv Oblast, Ukraine"
655,656,Chernivtsi Oblast,Ukraine,1621603255000.0,48.2917,25.9352,78731,73252,1733,3746,,,"Chernivtsi Oblast, Ukraine"
656,657,Crimea Republic*,Ukraine,1621603255000.0,45.2835,34.2008,42551,39601,1308,1642,,,"Crimea Republic*, Ukraine"
657,658,Dnipropetrovsk Oblast,Ukraine,1621603255000.0,48.4647,35.0462,130772,115793,3909,11070,,,"Dnipropetrovsk Oblast, Ukraine"
658,659,Donetsk Oblast,Ukraine,1621603255000.0,48.0159,37.8028,87884,77708,2125,8051,,,"Donetsk Oblast, Ukraine"
659,660,Ivano-Frankivsk Oblast,Ukraine,1621603255000.0,48.9226,24.7111,85683,81773,2037,1873,,,"Ivano-Frankivsk Oblast, Ukraine"
660,661,Kharkiv Oblast,Ukraine,1621603255000.0,49.9935,36.2304,144870,127066,3134,14670,,,"Kharkiv Oblast, Ukraine"
661,662,Kherson Oblast,Ukraine,1621603255000.0,46.6354,32.6169,33912,28892,1015,4005,,,"Kherson Oblast, Ukraine"
662,663,Khmelnytskyi Oblast,Ukraine,1621603255000.0,49.423,26.9871,87153,80233,1770,5150,,,"Khmelnytskyi Oblast, Ukraine"
663,664,Kiev,Ukraine,1621603255000.0,50.4501,30.5234,203780,140267,4994,58519,,,"Kiev, Ukraine"
664,665,Kiev Oblast,Ukraine,1621603255000.0,50.053,30.7667,123450,115034,2626,5790,,,"Kiev Oblast, Ukraine"
665,666,Kirovohrad Oblast,Ukraine,1621603255000.0,48.5079,32.2623,19964,15205,766,3993,,,"Kirovohrad Oblast, Ukraine"
666,667,Luhansk Oblast,Ukraine,1621603255000.0,48.574,39.3078,25686,22668,848,2170,,,"Luhansk Oblast, Ukraine"
667,668,Lviv Oblast,Ukraine,1621603255000.0,49.8397,24.0297,134213,122321,3511,8381,,,"Lviv Oblast, Ukraine"
668,669,Mykolaiv Oblast,Ukraine,1621603255000.0,46.975,31.9946,67138,62749,1763,2626,,,"Mykolaiv Oblast, Ukraine"
669,670,Odessa Oblast,Ukraine,1621603255000.0,46.4846,30.7326,138542,117299,2845,18398,,,"Odessa Oblast, Ukraine"
670,671,Poltava Oblast,Ukraine,1621603255000.0,49.5883,34.5514,76175,71575,1740,2860,,,"Poltava Oblast, Ukraine"
671,672,Rivne Oblast,Ukraine,1621603255000.0,50.6199,26.2516,76901,73157,1146,2598,,,"Rivne Oblast, Ukraine"
672,673,Sevastopol*,Ukraine,1621603255000.0,44.6054,33.522,14577,13491,667,419,,,"Sevastopol*, Ukraine"
673,674,Sumy Oblast,Ukraine,1621603255000.0,50.9077,34.7981,76158,71816,1260,3082,,,"Sumy Oblast, Ukraine"
674,675,Ternopil Oblast,Ukraine,1621603255000.0,49.5535,25.5948,68825,63877,1153,3795,,,"Ternopil Oblast, Ukraine"
675,676,Vinnytsia Oblast,Ukraine,1621603255000.0,49.2331,28.4682,69946,60709,1638,7599,,,"Vinnytsia Oblast, Ukraine"
676,677,Volyn Oblast,Ukraine,1621603255000.0,50.7472,25.3254,60439,55377,1119,3943,,,"Volyn Oblast, Ukraine"
677,678,Zakarpattia Oblast,Ukraine,1621603255000.0,48.6208,22.2879,61227,58065,1573,1589,,,"Zakarpattia Oblast, Ukraine"
678,679,Zaporizhia Oblast,Ukraine,1621603255000.0,47.8388,35.1396,101285,91566,2222,7497,,,"Zaporizhia Oblast, Ukraine"
679,680,Zhytomyr Oblast,Ukraine,1621603255000.0,50.2547,28.6587,86935,80842,1706,4387,,,"Zhytomyr Oblast, Ukraine"
680,681,,United Arab Emirates,1621603255000.0,23.424076,53.847818,552920,532910,1644,18366,,,United Arab Emirates
681,682,Anguilla,United Kingdom,1621603255000.0,18.2206,-63.0686,109,107,0,2,,,"Anguilla, United Kingdom"
682,683,Bermuda,United Kingdom,1621603255000.0,32.3078,-64.7505,2483,2366,32,85,,,"Bermuda, United Kingdom"
683,684,British Virgin Islands,United Kingdom,1621603255000.0,18.4207,-64.64,248,209,1,38,,,"British Virgin Islands, United Kingdom"
684,685,Cayman Islands,United Kingdom,1621603255000.0,19.3133,-81.2546,574,554,2,18,,,"Cayman Islands, United Kingdom"
685,686,Channel Islands,United Kingdom,1621603255000.0,49.3723,-2.3644,4059,3956,86,17,,,"Channel Islands, United Kingdom"
686,687,England,United Kingdom,1621603255000.0,52.3555,-1.1743,3890081,0,112324,3777757,,,"England, United Kingdom"
687,688,Falkland Islands (Malvinas),United Kingdom,1621603255000.0,-51.7963,-59.5236,63,63,0,0,,,"Falkland Islands (Malvinas), United Kingdom"
688,689,Gibraltar,United Kingdom,1621603255000.0,36.1408,-5.3536,4286,4192,94,0,,,"Gibraltar, United Kingdom"
689,690,Isle of Man,United Kingdom,1621603255000.0,54.2361,-4.5481,1591,1558,29,4,,,"Isle of Man, United Kingdom"
690,691,Montserrat,United Kingdom,1621603255000.0,16.742498,-62.187366,20,19,1,0,,,"Montserrat, United Kingdom"
691,692,Northern Ireland,United Kingdom,1621603255000.0,54.7877,-6.4923,121911,0,2152,119759,,,"Northern Ireland, United Kingdom"
692,693,"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,1621603255000.0,-7.9467,-14.3559,4,4,0,0,,,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom"
693,694,Scotland,United Kingdom,1621603255000.0,56.4907,-4.2026,230868,0,7664,223204,,,"Scotland, United Kingdom"
694,695,Turks and Caicos Islands,United Kingdom,1621603255000.0,21.694,-71.7979,2407,2379,17,11,,,"Turks and Caicos Islands, United Kingdom"
695,696,Unknown,United Kingdom,1621603255000.0,,,0,0,0,0,,,"Unknown, United Kingdom"
696,697,Wales,United Kingdom,1621603255000.0,52.1307,-3.7837,212361,0,5561,206800,,,"Wales, United Kingdom"
697,698,,Uruguay,1621603255000.0,-32.5228,-55.7658,253941,219277,3691,30973,,,Uruguay
698,699,,Uzbekistan,1621603255000.0,41.377491,64.585262,97856,93339,678,3839,,,Uzbekistan
699,700,,Vanuatu,1621603255000.0,-15.3767,166.9592,4,3,1,0,,,Vanuatu
700,701,,Venezuela,1621603255000.0,6.4238,-66.5897,219864,203523,2465,13876,,,Venezuela
701,702,,Vietnam,1621603255000.0,14.058324,108.277199,4941,2689,41,2211,,,Vietnam
702,703,,West Bank and Gaza,1621603255000.0,31.9522,35.2332,304532,295643,3448,5441,,,West Bank and Gaza
703,704,,Yemen,1621603255000.0,15.552727,48.516388,6613,3159,1301,2153,,,Yemen
704,705,,Zambia,1621603255000.0,-13.133897,27.849332,92920,91019,1266,635,,,Zambia
705,706,,Zimbabwe,1621603255000.0,-19.015438,29.154857,38635,36427,1585,623,,,Zimbabwe
706,707,Mississippi,US,1621603255000.0,32.741646,-89.678696,316167,0,7278,0,,28,"Mississippi, US"
707,708,Grand Princess,US,1596508076000.0,37.64894,-122.665479,103,0,3,0,,,"Grand Princess, US"
708,709,Oklahoma,US,1621603255000.0,35.565342,-96.928917,451645,0,6918,0,,40,"Oklahoma, US"
709,710,Delaware,US,1621603255000.0,39.318523,-75.507141,108031,0,1652,0,,10,"Delaware, US"
710,711,Minnesota,US,1621603255000.0,45.694454,-93.900192,597052,0,7426,0,,27,"Minnesota, US"
711,712,Illinois,US,1621603255000.0,40.349457,-88.986137,1371791,0,24913,0,,17,"Illinois, US"
712,713,Arkansas,US,1621603255000.0,34.969704,-92.373123,339662,0,5808,0,,05,"Arkansas, US"
713,714,New Mexico,US,1621603255000.0,34.840515,-106.248482,201695,0,4126,0,,35,"New Mexico, US"
714,715,Indiana,US,1621603255000.0,39.849426,-86.258278,738173,0,13525,0,,18,"Indiana, US"
715,716,Louisiana,US,1621603255000.0,31.169546,-91.867805,467475,0,10517,0,,22,"Louisiana, US"
716,717,Texas,US,1621603255000.0,31.054487,-97.563461,2938307,0,51128,0,,48,"Texas, US"
717,718,Wisconsin,US,1621603255000.0,44.268543,-89.616508,671445,0,7734,0,,55,"Wisconsin, US"
718,719,Kansas,US,1621603255000.0,38.5266,-96.726486,314086,0,5054,0,,20,"Kansas, US"
719,720,Recovered,US,1621603255000.0,0.0,0.0,0,0,0,0,,,"Recovered, US"
720,721,American Samoa,US,,-14.271,-170.132,0,0,0,0,,,"American Samoa, US"
721,722,Connecticut,US,1621603255000.0,41.597782,-72.755371,346154,0,8208,0,,09,"Connecticut, US"
722,723,Virgin Islands,US,1621603255000.0,18.3358,-64.8963,3308,0,27,0,,,"Virgin Islands, US"
723,724,California,US,1621603255000.0,36.116203,-119.681564,3774378,0,62817,0,,06,"California, US"
724,725,Puerto Rico,US,1621603255000.0,18.2208,-66.5901,137342,0,2466,0,,72,"Puerto Rico, US"
725,726,Georgia,US,1621603255000.0,33.040619,-83.643074,1118308,0,20591,0,,13,"Georgia, US"
726,727,North Dakota,US,1621603255000.0,47.528912,-99.784012,109440,0,1537,0,,38,"North Dakota, US"
727,728,Pennsylvania,US,1621603255000.0,40.590752,-77.209755,1192678,0,26924,0,,42,"Pennsylvania, US"
728,729,West Virginia,US,1621603255000.0,38.491226,-80.954453,159450,0,2769,0,,54,"West Virginia, US"
